trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
108,False,"{'a': 0.5, 'e': 0.4599999999999995}",25,5,-55.22057778707393,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.4549999999999995}",20,0,-46.64069642016966,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.4499999999999995}",20,14,11.222816232034631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.4449999999999995}",25,0,-34.61397807577674,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.4399999999999995}",20,13,12.196333183296872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.4349999999999995}",20,0,-43.35832727901389,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.4299999999999995}",35,0,-153.08314370014855,"{0: 28, 1: 0, 2: 3, 3: 0, 4: 4}",0
115,False,"{'a': 0.5, 'e': 0.4249999999999995}",25,0,-45.74024795307122,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.4199999999999995}",25,17,14.042895356537747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.4149999999999995}",35,1,9.379477182411547,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.4099999999999995}",20,0,-38.0386293008925,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.40499999999999947}",25,13,9.16510354862133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.39999999999999947}",25,0,25.232197212286454,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.39499999999999946}",35,0,-166.75261574042125,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.38999999999999946}",20,0,10.101981370223292,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.38499999999999945}",20,0,3.4949196763124997,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.37999999999999945}",20,0,-24.28778903831574,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.37499999999999944}",25,0,20.400626939825685,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.36999999999999944}",20,0,-7.564158142342207,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.36499999999999944}",30,3,-42.021738301154485,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.35999999999999943}",30,0,-31.537747435948102,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.3549999999999994}",35,0,35.95913176230889,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.3499999999999994}",25,16,4.91191249260851,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.3449999999999994}",25,11,1.1551876014617954,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.3399999999999994}",20,1,-16.6922390999559,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.3349999999999994}",35,3,-44.19392965867903,"{0: 26, 1: 0, 2: 5, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.3299999999999994}",30,0,-30.518271726596574,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.3249999999999994}",25,0,7.471631473596499,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.3199999999999994}",20,13,-8.54545572891085,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.3149999999999994}",20,0,-6.34365295431213,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.3099999999999994}",20,8,6.480269325236146,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.3049999999999994}",25,16,-27.124098238999476,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.2999999999999994}",20,0,1.0749944059686092,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.2949999999999994}",20,7,15.207607622464941,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.28999999999999937}",30,12,-67.99114050696026,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.28499999999999936}",20,0,-179.36709346075978,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
144,False,"{'a': 0.5, 'e': 0.27999999999999936}",25,0,-40.5650078506235,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.27499999999999936}",25,16,-16.302520711448683,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.26999999999999935}",20,12,-20.400538201432518,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.26499999999999935}",30,24,13.111222133717138,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.25999999999999934}",20,0,-19.55580698212849,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
149,False,"{'a': 0.5, 'e': 0.25499999999999934}",25,17,13.670773635143577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.24999999999999933}",25,12,11.128971734584312,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.24499999999999933}",25,0,23.385463373308845,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.23999999999999932}",35,0,-8.371655327022724,"{0: 31, 1: 1, 2: 2, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.23499999999999932}",20,0,-9.757443341491864,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.22999999999999932}",20,15,0.5635569147551323,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.2249999999999993}",20,0,16.60384390731208,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.2199999999999993}",30,14,-20.229090983441775,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.2149999999999993}",30,11,26.25219528540342,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2099999999999993}",30,7,-3.7159757657469767,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2049999999999993}",25,0,-24.1213735573316,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.1999999999999993}",25,0,31.805901394751437,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.19499999999999929}",20,10,4.1769947663611955,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.18999999999999928}",25,7,17.41758721945618,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.18499999999999928}",20,10,15.020174530578695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.17999999999999927}",20,11,14.908363139286466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.17499999999999927}",25,11,23.16872296499908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.16999999999999926}",30,18,11.071099073422292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.16499999999999926}",30,0,-7.0419290277241995,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.15999999999999925}",30,8,18.18931332657144,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.15499999999999925}",20,1,0.8004581109363702,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.14999999999999925}",20,3,25.936039808299775,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.14499999999999924}",25,19,11.293520658165335,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.13999999999999924}",25,0,37.99938879017493,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.13499999999999923}",25,0,25.450109508343374,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.12999999999999923}",30,14,16.582051499986484,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.12499999999999922}",20,12,1.0146346260935035,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.11999999999999922}",35,0,52.991654696710285,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.11499999999999921}",20,8,23.91846390999352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.10999999999999921}",30,19,17.651030007115306,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1049999999999992}",20,7,26.75213598468351,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.0999999999999992}",30,12,29.266174200320375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.0949999999999992}",25,13,11.481712263053021,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.08999999999999919}",20,0,30.012810498720572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.08499999999999919}",20,0,30.48283351490381,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",20,12,14.264737649633526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",20,1,12.974475218463818,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",25,0,-7.5884606062827125,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",20,0,-12.783237641470823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",25,5,33.5237009943073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",30,8,-4.717156984453068,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",30,15,28.39993014415694,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,0,27.91869115313374,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,8,29.08552746436468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,1,29.549248720675187,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,8,39.35387701455891,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,14.351626768752055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,7,21.941896934204077,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,12,29.163987607687307,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,1,38.30940966015692,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,2,19.36942528816922,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,13,16.73532486167687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,0,32.51121843195498,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",20,1,24.365010715846466,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,17,-18.162620266370034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
14,True,"{'a': 0, 'e': 0}",30,11,-11.584346560677744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
15,True,"{'a': 0, 'e': 0}",25,0,-5.692767494856833,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
16,True,"{'a': 0, 'e': 0}",20,3,24.891887908806595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
